"recipe_id","recipe_name","ingredients","cuisine","calories","rating","instructions","difficulty","image_url"
"38","Egg Fried Noodles","400g fresh egg noodles (or dried), 3 large eggs, 3 tbsp soy sauce, 1 tbsp dark soy sauce, 1 tbsp oyster sauce, 1 tsp sesame oil, 3 tbsp vegetable oil, 4 cloves garlic (minced), 1 cup frozen peas, 1 medium carrot (julienned), 3 green onions (cut into 2-inch pieces), 1/2 tsp white pepper, bean sprouts for garnish (optional)","Chinese","380","4.4","Bring a pot of water to a boil and cook egg noodles according to package directions until just al dente, then drain and rinse briefly with cold water to stop cooking ? toss with a small drizzle of oil to prevent sticking | In a small bowl, mix together soy sauce, dark soy sauce, oyster sauce, and sesame oil to make the sauce | Beat eggs with a pinch of salt | Heat 1 tbsp vegetable oil in a wok over high heat until shimmering | Pour in beaten eggs and scramble quickly, breaking into small pieces, then remove and set aside | Add remaining 2 tbsp oil to the wok and heat until smoking | Add minced garlic and stir-fry for 15 seconds until fragrant | Add julienned carrots and frozen peas, stir-frying for 1-2 minutes | Add cooked noodles to the wok, spreading them out and letting them sear for 30 seconds before tossing | Pour sauce mixture over noodles and use tongs or chopsticks to toss everything together, ensuring even coating | Add white pepper and continue tossing for 2 minutes until noodles are heated through and slightly charred at the edges | Return scrambled eggs to the wok and toss to distribute | Add green onion pieces and toss for 30 more seconds | Serve immediately on plates or in bowls, topped with fresh bean sprouts if desired","medium","https://images.pexels.com/photos/8395783/pexels-photo-8395783.jpeg"
"39","Pumpkin Soup","1 kg pumpkin (peeled, seeded, and cubed), 1 medium onion (diced), 3 cloves garlic (minced), 2 tbsp butter, 4 cups vegetable or chicken broth, 1/2 cup heavy cream, 1/2 tsp ground nutmeg, 1/2 tsp ground cinnamon, salt and white pepper to taste, 2 tbsp pumpkin seeds (toasted), fresh chives (chopped), crusty bread for serving","Australian","250","4.3","Peel pumpkin, cut in half, scoop out seeds, and chop flesh into 1-inch cubes | In a large heavy-bottomed pot, melt butter over medium heat | Saut? diced onion for 5-6 minutes until soft and translucent | Add minced garlic and cook for 1 minute until fragrant | Add pumpkin cubes to the pot and stir to coat with butter, cooking for 5 minutes to lightly caramelize the edges | Season with nutmeg, cinnamon, salt, and white pepper | Pour in broth, ensuring pumpkin is just covered ? add a splash more if needed | Bring to a boil, then reduce heat to low, cover, and simmer for 25-30 minutes until pumpkin is very tender and falls apart when pierced with a fork | Remove pot from heat and let cool slightly for 5 minutes | Using an immersion blender, pur?e soup directly in the pot until completely smooth and velvety ? alternatively, carefully blend in batches in a countertop blender | Return pur?ed soup to low heat and stir in heavy cream, heating gently without boiling | Taste and adjust seasoning with more salt, pepper, or spice as needed | While soup heats, toast pumpkin seeds in a dry pan over medium heat for 2-3 minutes until they pop and turn golden | Ladle soup into bowls, swirl a drizzle of cream on top, and garnish with toasted pumpkin seeds and chopped chives | Serve piping hot with thick slices of crusty bread for dipping","easy","https://images.pexels.com/photos/29172200/pexels-photo-29172200.jpeg"
"40","Pav Bhaji","4 medium potatoes (boiled and mashed), 1 cup green peas (cooked), 2 medium tomatoes (finely diced), 1 large onion (finely diced), 1 green bell pepper (finely diced), 2 tbsp pav bhaji masala, 1 tsp red chili powder, 1/2 tsp turmeric, 3 tbsp butter (plus extra for serving), 1 tbsp vegetable oil, 1 tsp ginger-garlic paste, salt to taste, juice of 1/2 lemon, 8 pav buns (soft dinner rolls), fresh cilantro (chopped), 1 small red onion (finely diced, for garnish), lemon wedges","Indian","450","4.6","Boil potatoes until fork-tender, then peel and mash coarsely ? some small chunks are fine for texture | Cook green peas in boiling water for 3 minutes until tender, then drain | Heat 2 tbsp butter and vegetable oil in a large flat skillet or tawa over medium heat | Saut? diced onion for 5 minutes until golden brown | Add ginger-garlic paste and cook for 1 minute until raw smell disappears | Add diced bell pepper and cook for 3 minutes until slightly softened | Add finely diced tomatoes and cook until they break down and become mushy, about 5 minutes | Stir in pav bhaji masala, chili powder, and turmeric, cooking for 1 minute to bloom spices | Add boiled peas and use a potato masher to mash everything directly in the pan | Add mashed potatoes and 1/2 cup water, mashing and mixing until everything is well combined | Simmer bhaji for 10-12 minutes, stirring occasionally, until thick and the butter separates at the edges | Season with salt and squeeze in lemon juice, mixing well | Slice pav buns horizontally, keeping one edge attached | Heat a griddle or pan, spread butter generously, and toast each pav on both sides until golden and crisp | Serve hot bhaji in a bowl topped with a pat of butter, diced raw onion, chopped cilantro, and a lemon wedge, with butter-toasted pav on the side","medium","https://images.pexels.com/photos/166654/pexels-photo-166654.jpeg"
"41","Bulgogi","600g beef sirloin or ribeye (very thinly sliced), 1/2 cup soy sauce, 1/4 cup sugar, 2 tbsp honey, 3 tbsp sesame oil, 6 cloves garlic (minced), 1 tbsp grated ginger, 1/2 small Asian pear or apple (grated, for tenderizing), 3 green onions (sliced), 1 tbsp toasted sesame seeds, 1/2 tsp black pepper, 1 tbsp vegetable oil, butter lettuce leaves for wraps, cooked white rice, ssamjang (Korean dipping paste), sliced raw garlic, sliced green chili peppers","Korean","500","4.7","Place beef in the freezer for 1-2 hours until partially frozen ? this makes slicing paper-thin much easier | Slice beef against the grain into very thin sheets, about 1/8-inch thick | In a bowl, whisk together soy sauce, sugar, honey, sesame oil, minced garlic, grated ginger, grated Asian pear (this natural tenderizer is key), black pepper, and sliced green onions | Pour marinade over beef slices and massage gently with your hands to coat every piece | Cover and refrigerate for at least 2 hours, preferably overnight | When ready to cook, remove beef from refrigerator and let it come to room temperature for 20 minutes | Heat a large cast-iron pan or grill pan over high heat until smoking hot | Add vegetable oil and swirl to coat | Cook beef in a single layer in batches ? do not overcrowd the pan or the beef will steam rather than char | Cook each batch for just 1-2 minutes per side until caramelized and dark at the edges | Transfer cooked beef to a plate and sprinkle with toasted sesame seeds | Serve immediately with steamed rice, crisp lettuce leaves for wrapping, ssamjang dipping paste, sliced raw garlic, and green chili peppers | To eat: place a lettuce leaf in palm, add rice, bulgogi, a dab of ssamjang, and any desired garnishes, then wrap and eat in one bite","medium","https://images.pexels.com/photos/24738513/pexels-photo-24738513.jpeg"
"42","Tandoori Chicken","1 kg chicken legs and thighs (skin removed, scored deeply), 1 cup thick plain yogurt, 3 tbsp tandoori masala, 1 tbsp Kashmiri red chili powder (for color), 1 tsp turmeric, 1 tbsp ginger-garlic paste, 2 tbsp lemon juice, 2 tbsp mustard oil (or vegetable oil), 1 tsp salt, 1 tsp garam masala, 1 large red onion (sliced into rings), lemon wedges, fresh cilantro, naan bread for serving","Indian","470","4.6","Pat chicken pieces completely dry with paper towels | Using a sharp knife, make 3-4 deep diagonal slashes on each chicken piece ? this allows marinade to penetrate and helps even cooking | In a large bowl, combine yogurt, tandoori masala, Kashmiri chili powder, turmeric, ginger-garlic paste, lemon juice, mustard oil, and salt to make the marinade | Add chicken pieces and massage marinade deeply into every slash and crevice | Cover and refrigerate for at least 4 hours, but preferably overnight for the deepest flavor and color | When ready to cook, preheat oven to its maximum setting (450?F / 230?C) with a rack in the upper third | Line a baking sheet with foil and place a wire rack on top ? this allows air to circulate | Arrange chicken pieces on the rack, spaced apart | Roast for 25-30 minutes, flipping halfway through, until chicken is charred in spots and internal temperature reaches 165?F (74?C) | For extra char, switch to broil for the final 3-4 minutes, watching closely | Sprinkle garam masala over hot chicken as it comes out of the oven | Let rest for 5 minutes, then garnish with onion rings, cilantro, and lemon wedges | Serve sizzling hot with naan bread, mint chutney, and sliced onions","medium","https://images.pexels.com/photos/29173119/pexels-photo-29173119.jpeg"
"43","Tom Yum Soup","500g large shrimp (peeled and deveined, shells reserved), 4 cups shrimp or chicken broth, 2 stalks lemongrass (bruised and cut into 3-inch pieces), 4 kaffir lime leaves (torn), 3-4 Thai bird's eye chilies (crushed), 200g straw mushrooms or button mushrooms (halved), 2 medium tomatoes (quartered), 1 tbsp nam prik pao (Thai chili paste), 2 tbsp fish sauce, 3 tbsp fresh lime juice, 1 tsp sugar, 1/4 cup fresh cilantro (chopped), 1 small knob galangal (sliced, optional)","Thai","280","4.5","In a pot, simmer reserved shrimp shells in 4 cups of water for 15 minutes to make a quick shrimp stock, then strain and discard shells ? or use pre-made broth | Bring broth to a gentle boil in a large pot | Bruise lemongrass stalks by smashing with the back of a knife, then cut into 3-inch pieces and add to broth | Tear kaffir lime leaves and add them along with sliced galangal if using | Add crushed bird's eye chilies ? adjust number based on your heat tolerance | Simmer for 5 minutes to infuse the broth with aromatic flavors | Add halved mushrooms and quartered tomatoes, cooking for 3 minutes until mushrooms soften | Add shrimp and cook for 2-3 minutes just until they turn pink and curl ? do not overcook | Remove pot from heat immediately | Stir in nam prik pao (chili paste), fish sauce, sugar, and fresh lime juice | Taste and balance flavors ? it should be sour, salty, spicy, and slightly sweet | Remove lemongrass stalks and lime leaves before serving (or leave them as garnish, but warn guests not to eat them) | Ladle into serving bowls and top with fresh chopped cilantro | Serve piping hot as a starter or with steamed jasmine rice as a main","medium","https://images.pexels.com/photos/12561896/pexels-photo-12561896.jpeg"
"44","Clam Chowder","4 slices thick-cut bacon (diced), 2 tbsp unsalted butter, 1 medium onion (diced), 3 celery stalks (diced), 3 tbsp all-purpose flour, 2 cups clam juice, 1 cup fish or chicken broth, 3 medium Yukon Gold potatoes (peeled and diced), 1 bay leaf, 1/2 tsp dried thyme, 2 cans (400g each) chopped clams (drained, juice reserved), 1 cup heavy cream, salt and white pepper to taste, oyster crackers for serving, fresh parsley (chopped)","American","520","4.4","In a large heavy-bottomed pot, cook diced bacon over medium heat until crispy and fat is rendered, about 6 minutes | Remove crispy bacon with a slotted spoon and set aside for garnish, leaving fat in pot | Add butter to bacon fat and melt | Saut? diced onion and celery for 6-7 minutes until softened but not browned | Sprinkle flour over vegetables and stir continuously for 2 minutes to cook out the raw flour taste | Gradually pour in clam juice and broth while whisking constantly to prevent lumps | Add diced potatoes, bay leaf, and thyme | Bring to a boil, then reduce heat, cover, and simmer for 15-18 minutes until potatoes are fork-tender | Add drained chopped clams and reserved clam juice to the pot | Stir in heavy cream and heat gently for 5 minutes ? do not let it boil or the clams will toughen and cream may curdle | Remove bay leaf and season with salt and white pepper (white pepper blends better visually than black) | Ladle into soup bowls and top with crispy bacon bits and chopped fresh parsley | Serve immediately with oyster crackers for crumbling on top","medium","https://images.pexels.com/photos/10432605/pexels-photo-10432605.jpeg"
"45","Chicken Alfredo","400g fettuccine pasta, 2 boneless skinless chicken breasts, 1 tsp Italian seasoning, salt and black pepper, 2 tbsp butter, 1 tbsp olive oil, 4 cloves garlic (minced), 2 cups heavy cream, 1 1/2 cups Parmesan cheese (freshly grated), 1/4 cup cream cheese (optional, for extra silkiness), 1/4 tsp nutmeg, fresh parsley (chopped)","Italian","620","4.8","Bring a large pot of heavily salted water to a boil and cook fettuccine until al dente | While pasta cooks, season chicken breasts on both sides with Italian seasoning, salt, and pepper | Heat olive oil and 1 tbsp butter in a large skillet over medium-high heat | Cook chicken breasts for 6-7 minutes per side until golden brown and internal temperature reaches 165?F (74?C) | Transfer chicken to a cutting board, let rest for 5 minutes, then slice into thin strips | Reserve 1 cup of pasta water before draining pasta | In the same skillet, reduce heat to medium and melt remaining 1 tbsp butter | Add minced garlic and saut? for 30 seconds until fragrant ? do not let it brown | Pour in heavy cream and bring to a gentle simmer, stirring frequently | Add cream cheese if using and whisk until melted and smooth | Reduce heat to low and gradually stir in grated Parmesan, nutmeg, salt, and pepper, whisking until sauce is smooth and thick | Drain pasta and add directly to the sauce, tossing with tongs to coat every strand | Add small splashes of reserved pasta water if the sauce becomes too thick | Add sliced chicken on top and toss again lightly | Plate pasta into bowls, top with chicken slices, and garnish with extra Parmesan and chopped parsley | Serve immediately while hot and creamy","medium","https://images.pexels.com/photos/4371845/pexels-photo-4371845.png"
"46","Veggie Paella","1 1/2 cups Bomba or Arborio rice, 4 cups vegetable broth, 1/2 tsp saffron threads, 1 red bell pepper (sliced into strips), 1 yellow bell pepper (sliced into strips), 1 cup frozen peas, 1 can (400g) artichoke hearts (drained and halved), 1 medium onion (diced), 4 cloves garlic (minced), 2 medium tomatoes (grated), 1 tsp smoked paprika, 3 tbsp olive oil, salt to taste, lemon wedges, fresh parsley (chopped)","Spanish","420","4.3","Warm vegetable broth in a saucepan and steep saffron threads in it for 5 minutes | Heat olive oil in a large paella pan or wide shallow skillet over medium heat | Saut? sliced bell peppers for 5 minutes until softened and slightly charred at edges, then remove and set aside | In the same pan, saut? diced onion for 5 minutes until translucent | Add minced garlic and cook for 1 minute | Stir in grated tomatoes and smoked paprika, cooking until tomato reduces and darkens, about 3 minutes | Add rice and stir to coat each grain with oil, toasting for 2 minutes | Pour saffron-infused broth evenly over rice and gently shake the pan to distribute ? do not stir from this point forward | Bring to a vigorous boil, then reduce heat to medium-low | Arrange artichoke halves evenly over the rice | Scatter peas over the top | Simmer for 18-20 minutes without stirring until rice is tender and liquid is absorbed | In the last 5 minutes, arrange reserved bell pepper strips on top | If rice isn't quite done but liquid is gone, add splashes of hot broth or water as needed | Increase heat to high for the final 2 minutes to create socarrat (crispy bottom) | Remove from heat, cover with a clean towel, and rest for 5 minutes | Garnish with parsley and lemon wedges, serve from the pan","hard","https://images.pexels.com/photos/33041124/pexels-photo-33041124.jpeg"
"47","Hummus Wrap","4 large pita breads or flour tortilla wraps, 1 can (400g) chickpeas (drained and rinsed, liquid reserved), 1/3 cup tahini, 1/4 cup fresh lemon juice, 2 cloves garlic, 3 tbsp olive oil, 1/2 tsp ground cumin, salt to taste, 1 cucumber (thinly sliced), 2 tomatoes (diced), 2 cups mixed lettuce leaves, 1/4 red onion (thinly sliced), pickled turnips (optional)","Middle Eastern","350","4.5","Make hummus: blend chickpeas, tahini, lemon juice, garlic, 2 tbsp olive oil, cumin, and salt in a food processor until smooth | If too thick, add reserved chickpea liquid or cold water 1 tbsp at a time until desired creamy consistency | Taste and adjust lemon/salt as needed ? it should be bright and well-seasoned | Warm pita breads in a dry pan for 30 seconds per side until soft and pliable | Lay each pita flat and spread a generous layer of hummus down the center, about 3-4 tbsp per wrap | Layer cucumber slices evenly over the hummus | Add diced tomatoes and thinly sliced red onion | Top with a handful of lettuce leaves and pickled turnips if using | Drizzle with remaining olive oil | Fold the bottom edge up over the filling, then fold in both sides | Roll tightly upward into a compact wrap | Slice in half diagonally and serve immediately, or wrap in foil for a portable meal","easy","https://images.pexels.com/photos/3872385/pexels-photo-3872385.jpeg"
"48","Pesto Pasta","400g linguine or spaghetti, 3 cups fresh basil leaves (packed, about 60g), 1/3 cup pine nuts (toasted), 3 cloves garlic, 1/2 cup extra virgin olive oil, 1/2 cup Parmesan cheese (freshly grated), 1/4 cup Pecorino Romano cheese (grated), salt to taste, 1 cup reserved pasta water, extra Parmesan for serving","Italian","500","4.6","Toast pine nuts in a dry pan over medium heat for 2-3 minutes until golden and fragrant, shaking frequently to avoid burning ? set aside to cool | Bring a large pot of generously salted water to a boil and cook pasta until al dente | While pasta cooks, combine basil leaves, toasted pine nuts, garlic cloves, and a pinch of salt in a food processor | Pulse until coarsely chopped | With the motor running, slowly drizzle in olive oil through the feed tube until the mixture becomes a smooth paste | Transfer pesto to a bowl and stir in grated Parmesan and Pecorino by hand ? this keeps the texture better than blending the cheese | Season pesto with salt to taste | Before draining pasta, reserve at least 1 cup of the starchy pasta water | Drain pasta (do not rinse) and return to the pot off the heat | Add pesto to the hot pasta and toss vigorously with tongs | Add reserved pasta water a splash at a time, tossing continuously, until the sauce becomes creamy and clings to each strand | Taste and adjust seasoning | Serve immediately in warm bowls with extra grated Parmesan on top ? never reheat pesto pasta as it will turn dull and oily","medium","https://images.pexels.com/photos/32675201/pexels-photo-32675201.jpeg"
"49","Samosa","For dough: 2 cups all-purpose flour, 1/4 cup vegetable oil or ghee, 1/2 tsp salt, 1/2 tsp carom seeds (ajwain), 1/2 cup water (approx). For filling: 4 medium potatoes (boiled and mashed), 1/2 cup green peas (cooked), 1 tbsp vegetable oil, 1 tsp cumin seeds, 1 tbsp grated ginger, 2 green chilies (finely chopped), 1 tsp garam masala, 1 tsp amchur (dry mango powder) or lemon juice, 1/2 tsp turmeric, 1 tsp coriander powder, salt to taste, oil for deep frying, mint chutney and tamarind chutney for serving","Indian","300","4.4","Make dough: combine flour, salt, carom seeds, and oil/ghee in a bowl, rub with fingers until mixture resembles breadcrumbs | Gradually add water and knead into a stiff, smooth dough ? it should be firmer than roti dough | Cover with a damp cloth and rest for 30 minutes | Prepare filling: heat 1 tbsp oil in a pan and crackle cumin seeds | Add grated ginger and chopped green chilies, saut? for 30 seconds | Add mashed potatoes, cooked peas, garam masala, amchur, turmeric, coriander powder, and salt | Mix thoroughly and cook for 3-4 minutes, then let filling cool completely | After dough has rested, knead briefly and divide into 8 equal balls | Roll each ball into an oval about 6 inches across, then cut in half to create two semi-circles | Take one semi-circle, fold the straight edge to form a cone, and seal the overlapping edge with a dab of water | Fill the cone with 1-2 tbsp of potato mixture, leaving space at the top | Dab water along the open edges and press firmly to seal ? ensure no gaps or oil will seep in during frying | Repeat with remaining dough and filling | Heat oil in a deep pan to 325?F (165?C) ? not too hot or samosas will brown before the inside cooks | Fry samosas in batches for 8-10 minutes, turning occasionally, until deep golden brown and crispy | Drain on paper towels and serve hot with mint chutney and sweet tamarind chutney","medium","https://images.pexels.com/photos/37153389/pexels-photo-37153389.jpeg"
"50","Beef Kebab","600g beef sirloin or tenderloin (cut into 1 1/2-inch cubes), 1 large onion (cut into chunks), 1 green bell pepper (cut into chunks), 1 red bell pepper (cut into chunks), 1/4 cup olive oil, 3 tbsp plain yogurt, 2 tbsp lemon juice, 4 cloves garlic (minced), 1 tsp ground cumin, 1 tsp smoked paprika, 1/2 tsp black pepper, 1/2 tsp dried oregano, salt, wooden or metal skewers, rice pilaf or flatbread for serving","Turkish","480","4.6","If using wooden skewers, soak them in water for at least 30 minutes to prevent burning during grilling | Cut beef into uniform 1 1/2-inch cubes ? even sizing ensures even cooking | In a bowl, whisk together olive oil, yogurt, lemon juice, minced garlic, cumin, paprika, black pepper, oregano, and salt to make the marinade | Add beef cubes and toss to coat thoroughly, cover, and refrigerate for at least 2 hours or up to 8 hours | Cut onion and bell peppers into large chunks roughly the same size as the beef cubes | Remove beef from marinade, letting excess drip off | Thread beef cubes alternately with onion and bell pepper chunks onto skewers, packing ingredients snugly but not too tight | Preheat a grill, grill pan, or broiler to high heat | Grill kebabs for 10-12 minutes total, turning every 3 minutes, until beef is nicely charred on the outside but still tender inside ? it should be medium-rare to medium | Let kebabs rest on a plate for 5 minutes | Serve hot over rice pilaf or with warm flatbread, grilled vegetables, and a side of garlic yogurt sauce","hard","https://images.pexels.com/photos/37080241/pexels-photo-37080241.jpeg"
"51","Fried Plantains","3 ripe plantains (yellow with black spots ? not green, not fully black), 1/2 cup vegetable oil (for shallow frying), 1 tsp sea salt, pinch of cayenne pepper (optional)","African/Caribbean","320","4.2","Select ripe plantains that are yellow with plenty of black spots ? they should yield slightly when pressed but still hold their shape | Cut off both ends of each plantain, then score the skin lengthwise with a knife and peel it off ? ripe plantain skin comes off more easily than green | Slice plantains diagonally into 1/2-inch thick oval slices | Heat vegetable oil in a large skillet over medium heat until shimmering but not smoking ? oil should be about 1/4-inch deep | Carefully place plantain slices in the hot oil in a single layer, leaving space between them | Fry for 2-3 minutes per side until deep golden brown and caramelized ? ripe plantains have natural sugars that caramelize beautifully | Use a slotted spatula to transfer fried plantains to a plate lined with paper towels | While still hot, sprinkle with sea salt and optional cayenne pepper | Let excess oil drain for 1-2 minutes | Serve immediately as a side dish with rice and beans, stews, or on their own as a sweet-savory snack","easy","https://images.pexels.com/photos/27556971/pexels-photo-27556971.jpeg"
"52","Mango Sticky Rice","1 1/2 cups glutinous (sticky) rice, 1 can (400ml) full-fat coconut milk, 1/2 cup granulated sugar, 1/2 tsp salt, 2 ripe mangoes (Ataulfo/honey mangoes preferred), 1 tbsp toasted sesame seeds or mung beans (for garnish), pandan leaves (optional)","Thai","350","4.7","Rinse sticky rice in cold water several times until water runs clear, then soak in plenty of water overnight or for at least 6 hours | Drain soaked rice and place in a steamer lined with cheesecloth or a banana leaf | Steam over boiling water for 25-30 minutes until rice is tender and translucent ? check halfway and sprinkle with water if needed | While rice steams, warm coconut milk in a saucepan over low heat ? do not let it boil | Stir in sugar and salt until fully dissolved | Set aside 1/4 cup of this sweetened coconut milk for the final drizzle | When rice is done, transfer hot rice to a bowl and pour the main amount of warm sweetened coconut milk over it | Gently fold rice and coconut milk together, then cover and let rest for 30 minutes ? the rice will absorb all the creamy liquid | Peel ripe mangoes and slice the flesh away from the pit, then cut into thin elegant slices | Mound a portion of sticky rice on each serving plate, shaping it neatly | Fan mango slices alongside the rice | Drizzle the reserved sweetened coconut milk over the top | Sprinkle with toasted sesame seeds or crispy mung beans for a crunchy contrast | Serve at room temperature ? do not refrigerate or the rice will harden","medium","https://images.pexels.com/photos/36681615/pexels-photo-36681615.jpeg"
"53","Chicken Quesadilla","2 large flour tortillas (10-inch), 2 boneless skinless chicken breasts (about 300g), 1 1/2 cups shredded Mexican blend cheese or Monterey Jack, 1/2 bell pepper (sliced into thin strips), 1/2 onion (thinly sliced), 1 tsp chili powder, 1/2 tsp cumin, salt and pepper, 1 tbsp vegetable oil, salsa, sour cream, and guacamole for serving","Mexican","480","4.5","Season chicken breasts with chili powder, cumin, salt, and pepper on both sides | Heat 1/2 tbsp oil in a skillet over medium-high heat and cook chicken for 6-7 minutes per side until golden and cooked through | Transfer to a cutting board, rest for 5 minutes, then dice into small cubes | In the same pan, add a bit more oil and saut? sliced onion and bell pepper for 4-5 minutes until softened and slightly charred | Wipe out the skillet and return to medium heat ? you'll use the same pan for the quesadilla | Place one tortilla flat in the dry pan | Sprinkle half the cheese evenly over the entire tortilla | On one half, layer diced chicken and saut?ed vegetables | Let cheese begin to melt for 1 minute, then fold the empty half over the filled half, creating a half-moon shape | Press down gently with a spatula | Cook for 2-3 minutes per side until the tortilla is golden brown, crispy, and the cheese inside is fully melted | Transfer to a cutting board and let rest for 1 minute before slicing into 3 wedges | Serve immediately with salsa, sour cream, and guacamole on the side","medium","https://images.pexels.com/photos/6399993/pexels-photo-6399993.jpeg"
"54","Spinach Omelette","3 large eggs, 1 cup fresh spinach leaves, 1/4 cup shredded cheddar or Swiss cheese, 1 tbsp diced onion, 1 tbsp butter, salt and black pepper to taste, pinch of nutmeg (optional)","American","250","4.3","Crack eggs into a bowl, add salt, pepper, and a pinch of nutmeg if using, then beat thoroughly with a fork until yolks and whites are fully combined and slightly frothy | Heat a small non-stick skillet over medium heat and add half the butter | Saut? diced onion for 2 minutes until softened | Add fresh spinach leaves and cook for 1-2 minutes, stirring, until completely wilted ? spinach will reduce significantly | Remove spinach-onion mixture from the pan and set aside on a plate | Wipe the pan clean and return to medium heat | Add remaining butter and swirl to coat the entire pan surface | When butter is foaming, pour beaten eggs evenly into the pan | Let eggs cook undisturbed for 1 minute until the edges begin to set | Using a spatula, gently lift the edges and tilt the pan so uncooked egg flows underneath | When the surface is nearly set but still slightly glossy, spoon the spinach-onion mixture over one half of the omelette | Sprinkle shredded cheese evenly over the spinach | Fold the empty half over the filling using the spatula | Cook for 30 more seconds, then slide the omelette onto a plate | Serve immediately while hot and the cheese is melted","easy","https://images.pexels.com/photos/10756661/pexels-photo-10756661.jpeg"
"55","Couscous Salad","1 1/2 cups dry couscous, 1 1/2 cups boiling water or vegetable broth, 2 tbsp olive oil, 1 cucumber (diced), 2 medium tomatoes (diced), 1/2 red bell pepper (diced), 1/4 red onion (finely diced), 1/4 cup fresh parsley (chopped), 2 tbsp fresh mint (chopped), juice of 1 large lemon, 3 tbsp extra virgin olive oil, salt and black pepper to taste, 1/2 cup crumbled feta cheese (optional)","North African","280","4.2","Place dry couscous in a large heatproof bowl and drizzle with 2 tbsp olive oil, rubbing between fingers to coat grains ? this prevents clumping | Pour boiling water or broth over couscous, season with a pinch of salt, and cover tightly with a plate or plastic wrap | Let sit undisturbed for exactly 5 minutes | Remove cover and fluff couscous thoroughly with a fork, breaking up any clumps until light and airy | Spread fluffed couscous on a tray to cool to room temperature ? this prevents it from cooking further and becoming mushy | While couscous cools, prepare the vegetables: dice cucumber, tomatoes, and bell pepper into uniform small cubes, and finely dice red onion | Transfer cooled couscous to a large serving bowl | Add all diced vegetables, chopped parsley, and mint | In a small bowl, whisk together lemon juice, extra virgin olive oil, salt, and pepper | Pour dressing over the salad and toss gently but thoroughly with forks to combine | Taste and adjust seasoning ? it should be bright and fresh | Sprinkle crumbled feta on top if using | Refrigerate for at least 20 minutes before serving to let flavors meld | Serve chilled or at room temperature as a side dish or light lunch","easy","https://images.pexels.com/photos/5893800/pexels-photo-5893800.jpeg"
"56","Lasagna","1 box (500g) lasagna sheets (oven-ready or boiled), 500g ground beef, 1 onion (diced), 4 cloves garlic (minced), 2 cans (400g each) crushed tomatoes, 2 tbsp tomato paste, 1 tsp dried oregano, 1 tsp dried basil, salt and pepper, 3 tbsp butter, 3 tbsp all-purpose flour, 3 cups whole milk, 1/4 tsp nutmeg, 500g ricotta cheese, 1 large egg, 1/2 cup Parmesan cheese (grated), 400g mozzarella cheese (shredded), fresh basil for garnish","Italian","700","4.9","Make meat sauce: brown ground beef in a large pot over medium-high heat, breaking it apart, for 8 minutes | Add diced onion and cook for 5 minutes | Add minced garlic, oregano, and basil, cooking for 1 minute | Stir in tomato paste, then pour in crushed tomatoes | Season with salt and pepper, bring to a simmer, reduce heat to low, and cook for 30 minutes, stirring occasionally | Make b?chamel sauce: melt butter in a saucepan, whisk in flour, and cook for 1 minute | Gradually pour in milk while whisking constantly | Cook for 5-7 minutes, whisking often, until thick enough to coat the back of a spoon | Season with nutmeg and salt | In a bowl, mix ricotta cheese with egg and half the Parmesan | Preheat oven to 375?F (190?C) | To assemble: spread a thin layer of meat sauce on the bottom of a 9x13-inch baking dish | Lay lasagna sheets in a single layer (break to fit if needed) | Spread 1/3 of ricotta mixture, then 1/3 of meat sauce, then 1/4 of b?chamel, then a sprinkle of mozzarella | Repeat layers two more times (pasta, ricotta, meat sauce, b?chamel, mozzarella) | Top final layer with remaining b?chamel, mozzarella, and Parmesan | Cover with foil (tent foil so it doesn't touch cheese) and bake for 25 minutes | Remove foil and bake another 20-25 minutes until bubbly and golden brown on top | Let lasagna rest for 15 minutes before slicing ? this is crucial for clean slices | Garnish with fresh basil and serve","medium","https://images.pexels.com/photos/31779545/pexels-photo-31779545.jpeg"
"57","Gnocchi with Pesto","500g potato gnocchi (fresh or shelf-stable), 3 cups fresh basil leaves (packed), 1/3 cup pine nuts (toasted), 3 cloves garlic, 1/2 cup extra virgin olive oil, 1/2 cup Parmesan cheese (freshly grated), 1/4 cup Pecorino cheese (grated), salt, reserved pasta water, extra Parmesan for serving","Italian","620","4.7","Toast pine nuts in a dry pan over medium heat for 2-3 minutes, shaking frequently, until golden and fragrant | Make pesto: combine basil, toasted pine nuts, garlic, and a pinch of salt in a food processor | Pulse until roughly chopped, then with the motor running, slowly stream in olive oil until smooth | Transfer to a bowl and stir in grated Parmesan and Pecorino by hand ? do not blend the cheese | Bring a large pot of salted water to a boil | Cook gnocchi according to package directions ? they are done about 1 minute after they float to the surface | Scoop gnocchi out with a slotted spoon rather than draining through a colander (they are delicate) | Reserve 1/2 cup pasta water | Return hot gnocchi to the empty pot off the heat | Add pesto and a splash of reserved pasta water | Toss gently with a rubber spatula ? gnocchi are fragile so be careful not to break them | Add more pasta water a little at a time until pesto becomes creamy and coats each gnocco | Serve immediately in warm bowls with a generous snowfall of extra Parmesan on top | Do not reheat as the basil will oxidize and turn dark","medium","https://images.pexels.com/photos/6659543/pexels-photo-6659543.jpeg"
